VERTEX 0 0 0
VERTEX 1 -18.7126 1.39056
VERTEX 2 -78.1792 6.12257
VERTEX 3 -102.919 8.34896
VERTEX 4 -101.946 31.887
VERTEX 5 -93.2828 25.9431
VERTEX 6 -77.2795 24.6016
VERTEX 7 -77.327 20.3
VERTEX 8 -48.291 18.75
VERTEX 9 -48.041 23.8224
VERTEX 10 -39.4044 23.4884
VERTEX 11 -19.623 22.407
VERTEX 12 -19.5026 30.0563
VERTEX 13 8.81652 28.0525
VERTEX 14 215.645 22.4828
VERTEX 15 208.989 -69.2407
VERTEX 16 233.099 -70.4652
VERTEX 17 231.48 -95.523
VERTEX 18 241.827 -147.944
VERTEX 19 250.555 -262.157
VERTEX 20 260.272 -317.483
VERTEX 21 334.045 -322.381
VERTEX 22 355.816 -317.817
VERTEX 23 429.139 -320.711
VERTEX 24 471.873 -337.855
VERTEX 25 550.504 -343.532
VERTEX 26 546.18 -371.696
VERTEX 27 549.062 -242.565
VERTEX 28 550.05 -195.379
VERTEX 29 500.479 -190.579
VERTEX 30 400.347 -183.343
VERTEX 31 386.492 -198.483
VERTEX 32 375.337 -207.5
VERTEX 33 363.012 -219.856
VERTEX 34 318.209 -243.79
VERTEX 35 281.772 -184.234
VERTEX 36 282.1 -140.164
VERTEX 37 268.546 -128.017
VERTEX 38 206.92 -100.744
VERTEX 39 210.61 -260.042
VERTEX 40 209.532 -343.421
VERTEX 41 375.34 -339.636
VERTEX 42 369.672 -347.539
VERTEX 43 379.659 -366.13
VERTEX 44 425.182 -369.915
VERTEX 45 430.489 -346.872
VERTEX 46 531.787 -215.626
VERTEX 47 500.569 -205.496
VERTEX 48 484.016 -214.735
VERTEX 49 443.622 -244.569
VERTEX 50 409.794 -219.967
VERTEX 51 442.452 -256.369
VERTEX 52 357.614 -212.843
VERTEX 53 338.99 -187.239
VERTEX 54 343.578 -176.887
VERTEX 55 346.367 -148.055
VERTEX 56 565.974 -192.917
VERTEX 57 430.668 -281.416
VERTEX 58 -120.103 10.798
VERTEX 59 -101.39 33.9524
VERTEX 60 -77.1895 31.0581
VERTEX 61 -39.2032 29.4997
VERTEX 62 254.3 -270.623
VERTEX 63 225.92 -102.544
VERTEX 64 24.29 34.596
VERTEX 65 255.351 -134.376
EDGE 0 1 3.06742
EDGE 1 2 3.06219
EDGE 2 3 3.05184
EDGE 3 4 1.52948
EDGE 6 7 -1.58184
EDGE 7 8 -0.0533314
EDGE 8 9 1.52155
EDGE 9 10 -0.0386534
EDGE 10 11 -0.0546132
EDGE 11 12 1.55506
EDGE 12 13 -0.0706401
EDGE 14 15 -1.64324
EDGE 15 16 -0.0507445
EDGE 16 17 -1.63532
EDGE 17 18 -1.37592
EDGE 17 63 -2.24058
EDGE 63 39 -1.6677
EDGE 18 19 -1.49453
EDGE 20 21 -0.0662956
EDGE 21 22 0.206644
EDGE 22 23 -0.0394487
EDGE 23 24 -0.381523
EDGE 24 25 -0.0720729
EDGE 25 26 -1.72314
EDGE 27 28 1.54986
EDGE 28 29 3.04506
EDGE 29 30 3.06945
EDGE 30 31 -2.31191
EDGE 31 32 -2.46179
EDGE 32 33 -2.35494
EDGE 33 34 -2.65096
EDGE 34 35 2.11985
EDGE 35 36 1.56335
EDGE 36 37 2.41088
EDGE 39 40 -1.58372
EDGE 41 42 -2.19297
EDGE 42 43 -1.07784
EDGE 43 44 -0.082954
EDGE 44 45 1.34443
EDGE 46 47 2.82782
EDGE 47 48 -2.63252
EDGE 48 49 -2.50544
EDGE 49 50 2.5128
EDGE 52 53 2.19967
EDGE 53 54 1.15361
EDGE 54 55 1.47436
EDGE 1 11 1.61409
EDGE 2 7 1.51076
EDGE 3 58 3.00003
EDGE 4 59 1.30783
EDGE 6 60 1.55686
EDGE 10 61 1.53734
EDGE 15 38 -1.63638
EDGE 38 63 -0.0944549
EDGE 18 36 0.190831
EDGE 19 62 -1.15432
EDGE 62 34 0.397511
EDGE 62 20 -1.44404
EDGE 19 39 3.08869
EDGE 20 40 -2.66903
EDGE 21 42 -0.614841
EDGE 21 34 1.76963
EDGE 22 41 -0.840852
EDGE 23 57 1.53191
EDGE 24 45 -2.92706
EDGE 25 27 1.58508
EDGE 27 56 1.24249
EDGE 28 46 -2.30472
EDGE 29 47 -1.56476
EDGE 30 54 3.02836
EDGE 31 50 -0.744827
EDGE 32 52 -2.84879
EDGE 33 52 2.2268
EDGE 35 53 -0.0524702
EDGE 37 55 -0.252014
EDGE 41 45 -0.130463
EDGE 48 50 -3.07122
EDGE 49 51 -1.66963
EDGE 4 5 -0.601342
EDGE 5 6 -0.0836309
EDGE 13 64 0.400078
EDGE 64 14 -0.0632179
EDGE 37 65 -2.69251
